compound_id,smiles,addiction_status,compound_name,parent_smiles,inchikey,butina_cluster_id,butina_cluster_type,bbb_MW,bbb_TPSA,bbb_HBD,bbb_HBA,bbb_RotB,bbb_clogP,bbb_rings,bbb_fr_ArRings,bbb_heuristic_score,bbb_permeable_heuristic,bbb_permeable_egg
NEW00124,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OS(=O)(=O)C)O[C@H]3[C@H](C=C4)O,1,Morphine methylsulfonate,CN1CC[C@]23c4c5ccc(OS(C)(=O)=O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,ILBGUXQOPBTXLD-DNJOTXNNSA-N,2584,addictive_only,363.435,76.07000000000001,1,6,2,0.8308999999999995,5,1,5,1,1
NEW00123,C[N+]1(CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O)C.[Br-],1,Morphine methylbromide,C[N+]1(C)CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,UJSDOZFJXZOOGN-XSSYPUMDSA-O,2585,addictive_only,300.37800000000004,49.69,2,3,0,1.3427,5,1,5,1,1
NEW00122,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O,1,Morphine,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,BQJCRHHNABKAKU-KBQPJGBKSA-N,2586,addictive_only,285.343,52.93000000000001,2,4,0,1.1981,5,1,5,1,1
NEW00121,CCOC(=O)C1(CCN(CC1)CCN2CCOCC2)C3=CC=CC=C3,1,Morpheridine,CCOC(=O)C1(c2ccccc2)CCN(CCN2CCOCC2)CC1,JDEDMCKQPKGSAX-UHFFFAOYSA-N,2587,addictive_only,346.47100000000023,42.010000000000005,0,5,6,1.9155000000000002,3,1,5,1,1
NEW00120,CC(CN1CCOCC1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)O,1,Moramide-intermediate,CC(CN1CCOCC1)C(C(=O)O)(c1ccccc1)c1ccccc1,AWLNVHVUYACOMZ-UHFFFAOYSA-N,2588,addictive_only,339.43500000000006,49.769999999999996,1,3,6,3.0256000000000016,3,2,5,1,1
NEW00119,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,1,Modafinil,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,YFGHCGITMMYXAQ-UHFFFAOYSA-N,2589,addictive_only,273.357,60.160000000000004,1,2,5,2.01,2,2,5,1,1
NEW00118,CC(C)[C@@H](C(=O)OC)NC(=O)C1=CN(C2=CC=CC=C21)CC3=CC=C(C=C3)F,1,MMB-FUBICA (methyl 2-(1-(4-fluorobenzyl)-1H-indole 3-carboxamido)-3-methyl butanoate,COC(=O)[C@@H](NC(=O)c1cn(Cc2ccc(F)cc2)c2ccccc12)C(C)C,NYQOGZPXNJSYDW-FQEVSTJZSA-N,2590,addictive_only,382.4350000000001,60.33,1,4,6,3.7561000000000027,3,3,5,1,1
NEW00117,CC(C)[C@@H](C(=O)OC)NC(=O)C1=CN(C2=CC=CC=C21)CC3CCCCC3,1,MMB-CHMICA AMB-CHMICA (methyl 2-(1 (cyclohexylmethyl)-1 H-indole-3-carboxamido)-3 methylbutanoate),COC(=O)[C@@H](NC(=O)c1cn(CC2CCCCC2)c2ccccc12)C(C)C,ROWZIXRLVUOMCJ-FQEVSTJZSA-N,2591,addictive_only,370.49300000000005,60.33,1,4,6,4.149000000000003,3,2,5,1,1
NEW00116,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,1,Midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,DDLIGBOFAVUZHB-UHFFFAOYSA-N,2592,addictive_only,325.77400000000006,30.18,0,3,1,4.324220000000002,4,3,5,1,1
NEW00115,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C)O,1,Mibolerone (7α 17α-dimethyl-17β-hydroxyestr-4-en-3 one),C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]21,PTQMMNYJKCSPET-OMHQDGTGSA-N,2593,addictive_only,302.45799999999997,37.3,1,2,0,4.125200000000005,4,0,5,1,1
NEW00114,C[C@]12C(=O)CC[C@@H]3[C@]14CCN([C@@H]3CC5=C4C(=C(C=C5)O)O2)C,1,Metopon,CN1CC[C@]23c4c5ccc(O)c4O[C@@]2(C)C(=O)CC[C@H]3[C@H]1C5,NPZXCTIHHUUEEJ-CMKMFDCUSA-N,2594,addictive_only,299.37,49.77,1,4,0,2.0204,5,1,5,1,1
NEW00111,CCC1(C(=O)C(CNC1=O)C)CC,1,Methyprylon,CCC1(CC)C(=O)NCC(C)C1=O,SIDLZWOQUZRBRU-UHFFFAOYSA-N,2595,addictive_only,183.25099999999998,46.17,1,2,2,1.1278,1,0,5,1,1
NEW00110,C[C@@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,1,Methyltrienolone (17α-methyl-17β-hydroxyestra-4 9 11 trien-3-one),C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,CCCIJQPRIXGQOE-XWSJACJDSA-N,2596,addictive_only,284.399,37.3,1,2,0,3.719400000000003,4,0,5,1,1
NEW00108,CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2,1,Methylphenobarbital (mephobarbital),CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,ALARQZQTBTVLJV-UHFFFAOYSA-N,2597,addictive_only,246.26599999999993,66.48,1,3,2,1.0426,2,1,5,1,1
NEW00106,CC(C(=O)C1=CC2=C(C=C1)OCO2)NC,1,Methylone (3 4-Methylenedioxy-N-methylcathinone),CNC(C)C(=O)c1ccc2c(c1)OCO2,VKEQBMCRQDSRET-UHFFFAOYSA-N,2598,addictive_only,207.22899999999996,47.56,1,4,3,1.2058999999999997,2,1,5,1,1
NEW00105,C[C@@]1(CC[C@H]2[C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3C)O,1,Methyldihydromorphine,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@](C)(O)CC[C@H]3[C@H]1C5,NBKVWIJQJMEQLE-NGTWOADLSA-N,2599,addictive_only,301.386,52.93000000000001,2,4,0,1.8121999999999998,5,1,5,1,1
NEW00104,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(C)O,1,Methyldienolone (17α-methyl-17β-hydroxyestra-4 9(10) dien-3-one),C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3CC[C@@]21C,RDJBOAMEIJEKEY-XWSJACJDSA-N,2600,addictive_only,286.415,37.3,1,2,0,3.943400000000003,4,0,5,1,1
NEW00103,CC1=CC[C@H]2[C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3C,1,Methyldesorphine,CC1=CC[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,CUFWYVOFDYVCPM-GGNLRSJOSA-N,2601,addictive_only,283.371,32.7,1,3,0,2.617400000000001,5,1,5,1,1
NEW00100,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,1,Methohexital,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,NZXKDOXHBHYTKP-UHFFFAOYSA-N,2602,addictive_only,262.30899999999997,66.48,1,3,3,1.3066,1,0,5,1,1
NEW00099,CC(CC1=CC=CS1)NC,1,Methiopropamine (N-methyl-1-(thiophen-2-yl)propan-2 amine),CNC(C)Cc1cccs1,HPHUWHKFQXTZPS-UHFFFAOYSA-N,2603,addictive_only,155.26599999999996,12.03,1,2,3,1.8985,1,1,5,1,1
NEW00098,CC1=CC(=O)C[C@H]2[C@]1([C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC[C@@H]4O)C)C,1,Methenolone (1-methyl-17β-hydroxy-5α-androst-1-en-3 one),CC1=CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C,ANJQEDFWRSLVBR-VHUDCFPWSA-N,2604,addictive_only,302.4580000000001,37.3,1,2,0,4.125200000000004,4,0,5,1,1
NEW00097,CC(C(=O)C1=CC=CC=C1)NC,1,Methcathinone,CNC(C)C(=O)c1ccccc1,LPLLVINFLBSFRP-UHFFFAOYSA-N,2605,addictive_only,163.22,29.1,1,2,3,1.4771999999999996,1,1,5,1,1
NEW00095,CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C,1,Methaqualone,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,JEYCTXHKTXCGPB-UHFFFAOYSA-N,2606,addictive_only,250.30100000000002,34.89,0,3,1,3.0025400000000015,3,3,5,1,1
NEW00094,C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C)O,1,Methandriol (17α-methyl-3β 17β-dihydroxyandrost-5 ene),C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,WRWBCPJQPDHXTJ-DTMQFJJTSA-N,2607,addictive_only,304.47400000000005,40.46,2,2,0,4.061100000000004,4,0,5,1,1
NEW00093,O=C\1\C=C/[C@]4(/C(=C/1)CC[C@@H]3[C@@H]4CC[C@]2([C@H]3CC[C@@]2(O)C)C)C,1,Methandienone (17α-methyl-17β-hydroxyandrost-1 4 dien-3-one),C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,XWALNWXLMVGSFR-HLXURNFRSA-N,2608,addictive_only,300.442,37.3,1,2,0,4.045300000000004,4,0,5,1,1
NEW00092,C[C@@H](CC1=CC=CC=C1)NC,1,Methamphetamine,CN[C@@H](C)Cc1ccccc1,MYWUZJCMWCOHBA-VIFPVBQESA-N,2609,addictive_only,149.237,12.03,1,1,3,1.837,1,1,5,1,1
NEW00091,CC(CC(C#N)(C1=CC=CC=C1)C2=CC=CC=C2)N(C)C,1,Methadone intermediate (4-cyano-2-dimethylamino-4 4 diphenylbutane),CC(CC(C#N)(c1ccccc1)c1ccccc1)N(C)C,GJJQIGFCGLPOQK-UHFFFAOYSA-N,2610,addictive_only,278.39900000000006,27.03,0,2,5,3.8364800000000026,2,2,5,1,1
NEW00090,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,1,Methadone,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,USSIQXCVUWKGNF-UHFFFAOYSA-N,2611,addictive_only,309.45300000000003,20.310000000000002,0,2,7,4.292000000000004,2,2,5,1,1
NEW00089,CC1[C@H]2CC3=C([C@@]1(CCN2C)C)C=C(C=C3)O,1,Metazocine,CC1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2C,YGSVZRIZCHZUHB-VRFXOJNMSA-N,2612,addictive_only,231.33899999999994,23.47,1,2,0,2.5462000000000007,3,1,5,1,1
NEW00087,C[C@H]1CC(=O)C[C@H]2[C@]1([C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC[C@@H]4O)C)C,1,Mesterolone (1α-methyl-17β-hydroxy-5α-androstan-3 one),C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]21C,UXYRZJKIQKRJCF-TZPFWLJSSA-N,2613,addictive_only,304.47400000000005,37.3,1,2,0,4.205100000000003,4,0,5,1,1
NEW00086,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,1,Mestanolone (17α-methyl-17β-hydroxy-5α-androstan-3 one),C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,WYZDXEKUWRCKOB-YDSAWKJFSA-N,2614,addictive_only,304.47400000000005,37.3,1,2,0,4.349200000000005,4,0,5,1,1
NEW00085,CC(CC1=CC=CC=C1)[N+]2=NOC(=C2)/N=C(/NC3=CC=CC=C3)\[O-],1,Mesocarb (N-phenyl-N'-(3-(1-phenylpropan-2-yl)-1 2 3 oxadiazol-3-ium-5-yl)carbamimidate),CC(Cc1ccccc1)[n+]1cc(/N=C(\[O-])Nc2ccccc2)on1,OWFUPROYPKGHMH-UHFFFAOYSA-N,2615,addictive_only,322.368,77.36,1,4,5,2.2257,3,3,5,1,1
NEW00084,COC1=CC(=CC(=C1OC)OC)CCN,1,Mescaline,COc1cc(CCN)cc(OC)c1OC,RHCSKNNOAZULRK-UHFFFAOYSA-N,2616,addictive_only,211.261,53.71000000000001,1,4,5,1.2136000000000002,1,1,5,1,1
NEW00083,CCCC(C)(COC(=O)N)COC(=O)N,1,Meprobamate,CCCC(C)(COC(N)=O)COC(N)=O,NPPQSCRMBWNHMW-UHFFFAOYSA-N,2617,addictive_only,218.25299999999996,104.63999999999999,2,4,6,0.9834000000000005,0,0,4,1,0
NEW00082,CC1=CC=C(C=C1)C(=O)C(C)NC,1,Mephedrone (4-Methyl-N-methylcathinone),CNC(C)C(=O)c1ccc(C)cc1,YELGFTGWJGBAQU-UHFFFAOYSA-N,2618,addictive_only,177.24699999999999,29.1,1,2,3,1.7856199999999998,1,1,5,1,1
NEW00081,CCOC(=O)C1(CCNCC1)C2=CC=CC=C2,1,Meperidine intermediate-B,CCOC(=O)C1(c2ccccc2)CCNCC1,QKHMFBKXTNQCTM-UHFFFAOYSA-N,2619,addictive_only,233.31099999999995,38.33,1,3,3,1.8709,2,1,5,1,1
NEW00080,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,1,Meperidine,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,XADCESSVHJOZHK-UHFFFAOYSA-N,2620,addictive_only,247.33799999999994,29.54,0,3,3,2.2131,2,1,5,1,1
NEW00079,CC(CC1=CC=CC=C1)NCCCCl,1,Mefenorex,CC(Cc1ccccc1)NCCCCl,XXVROGAVTTXONC-UHFFFAOYSA-N,2621,addictive_only,211.73599999999993,12.03,1,1,6,2.836100000000001,1,1,5,1,1
NEW00078,CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,1,Medazepam,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,YLCXGBZIZBEVPZ-UHFFFAOYSA-N,2622,addictive_only,270.76300000000003,15.6,0,2,1,3.627200000000003,3,2,5,1,1
NEW00077,CC1=NC2=CC=CC=C2C(=O)N1C3=CC=CC=C3Cl,1,Mecloqualone,Cc1nc2ccccc2c(=O)n1-c1ccccc1Cl,SFITWQDBYUMAPS-UHFFFAOYSA-N,2623,addictive_only,270.71899999999994,34.89,0,3,1,3.347520000000002,3,3,5,1,1
NEW00076,CCC(C)C(C)(COC(=O)N)COC(=O)N,1,Mebutamate,CCC(C)C(C)(COC(N)=O)COC(N)=O,LEROTMJVBFSIMP-UHFFFAOYSA-N,2624,addictive_only,232.27999999999994,104.63999999999999,2,4,6,1.2294000000000005,0,0,4,1,0
NEW00075,CCCC(C(=O)C1=CC2=C(C=C1)OCO2)N3CCCC3,1,MDPV (3 4-Methylenedioxypyrovalerone),CCCC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1,SYHGEUNFJIGTRX-UHFFFAOYSA-N,2625,addictive_only,275.348,38.77,0,4,5,2.8625000000000016,3,1,5,1,1
NEW00073,CC(C)(C)[C@@H](C(=O)OC)NC(=O)C1=CN(C2=CC=CC=C21)CC3CCCCC3,1,MDMB–CHMICA MMB–CHMINACA (Methyl 2-(1 (cyclohexylmethyl)-1H-indole-3-carboxamido)-3 3 dimethylbutanoate),COC(=O)[C@@H](NC(=O)c1cn(CC2CCCCC2)c2ccccc12)C(C)(C)C,SRJKCVHWIDFUBO-HXUWFJFHSA-N,2626,addictive_only,384.5200000000001,60.33,1,4,5,4.539100000000004,3,2,5,1,1
NEW00071,C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O,1,Mazindol,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,ZPXSCAKFGYXMGA-UHFFFAOYSA-N,2627,addictive_only,284.74600000000004,35.830000000000005,1,3,1,2.6092000000000004,4,2,5,1,1
NEW00070,CCCCCC1=CC(=C(C(=C1)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C)O,1,Cannabidiol,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,QHMBSVQNZZTUGM-ZWKOTPCHSA-N,2628,addictive_only,314.469,40.46,2,2,6,5.846500000000006,2,1,4,1,0
NEW00068,CC(C)(C(C(=O)O)NC(=O)C1=NN(C2=CC=CC=C21)CC3CCCCC3)C(=O)O,1,MAB-CHMINACA (N-(1-amino-3 3dimethyl-1-oxobutan 2-yl)-1-(cyclohexylmethyl)-1H-indazole-3-carboxamide),CC(C)(C(=O)O)C(NC(=O)c1nn(CC2CCCCC2)c2ccccc12)C(=O)O,XOHVSBZMRVJHQW-UHFFFAOYSA-N,2629,addictive_only,401.46300000000014,121.52,3,5,7,2.9104,3,2,3,1,0
NEW00067,CCN(CC)C(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,1,Lysergic acid diethylamide,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,VAYOSLLFUXYJDT-RDTXWAMCSA-N,2630,addictive_only,323.4400000000001,39.34,1,2,3,2.9060000000000015,4,2,5,1,1
NEW00064,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl,1,Lormetazepam,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,FJIKWRGCXUCUIG-UHFFFAOYSA-N,2631,addictive_only,335.1900000000001,52.900000000000006,1,3,1,3.1256000000000013,3,2,5,1,1
NEW00063,C[C@H]1CNCCC2=C1C=C(C=C2)Cl,1,Lorcaserin,C[C@H]1CNCCc2ccc(Cl)cc21,XTTZERNUQAFMOF-QMMMGPOBSA-N,2632,addictive_only,195.69299999999998,12.03,1,1,0,2.589200000000001,2,1,5,1,1
NEW00062,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,1,Lorazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,DIWRORZWFLOCLC-UHFFFAOYSA-N,2633,addictive_only,321.163,61.69,2,3,1,3.1013000000000015,3,2,5,1,1
NEW00061,CN1CCN(CC1)/C=C\2/C(=O)N3C(=N2)CN=C(C4=C3C=CC(=C4)[N+](=O)[O-])C5=CC=CC=C5Cl,1,Loprazolam,CN1CCN(/C=C2\N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1,UTEFBSAVJNEPTR-RGEXLXHISA-N,2634,addictive_only,464.91300000000024,94.65,0,7,3,2.9331000000000014,5,2,4,1,0
NEW00060,C[C@@H](CC1=CC=CC=C1)NC(=O)[C@H](CCCCN)N,1,Lisdexamfetamine,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,VOBHXZCDAVEXEY-JSGCOSHPSA-N,2635,addictive_only,263.38499999999993,81.14,3,3,8,1.1901,1,1,4,1,1
NEW00058,C1CC[C@@]23CCN([C@@H]([C@@H]2C1)CC4=C3C=C(C=C4)O)CC(=O)C5=CC=CC=C5,1,Levophenacylmorphan,O=C(CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13)c1ccccc1,RCYBMSQOSGJZLO-BGWNEDDSSA-N,2636,addictive_only,361.48500000000007,40.540000000000006,1,3,3,4.3335000000000035,5,2,5,1,1
NEW00054,CC1=NC(=NC=C1OC[C@]2(C[C@H]2C(=O)NC3=NC=C(C=C3)F)C4=CC(=CC=C4)F)C,1,Lemborexant,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,MUGXRYIUWFITCP-PGRDOPGGSA-N,2637,addictive_only,410.4240000000001,77.0,1,5,6,3.742040000000002,4,3,5,1,1
NEW00053,CN1CCC(CC1)C(=O)C2=NC(=CC=C2)NC(=O)C3=C(C=C(C=C3F)F)F.C(CC(=O)O)C(=O)O,1,Lasmiditan [2 4 6-trifluoro-N-(6-(1-methylpiperidine-4 carbonyl)pyridine-2-yl-benzamide],CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,XEDHVZKDSYZQBF-UHFFFAOYSA-N,2638,addictive_only,377.3660000000001,62.300000000000004,1,4,4,3.2757000000000014,3,2,5,1,1
